# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-08-17 16:24:43 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01105933 PASKAMANSET RIVER NEAR SOUTH DARTMOUTH, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01105933
#            TS   parameter     statistic     Description
#         64270       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	64270_00060_00003	64270_00060_00003_cd
USGS	01105933	2000-08-03	44.0	A
USGS	01105933	2000-08-04	34.0	A
USGS	01105933	2000-08-05	24.0	A
USGS	01105933	2000-08-06	18.0	A
USGS	01105933	2000-08-07	39.0	A
USGS	01105933	2000-08-08	45.0	A
USGS	01105933	2000-08-09	24.0	A
USGS	01105933	2000-08-10	40.0	A
USGS	01105933	2000-08-11	33.0	A
USGS	01105933	2000-08-12	21.0	A
USGS	01105933	2000-08-13	17.0	A
USGS	01105933	2000-08-14	26.0	A
USGS	01105933	2000-08-15	28.0	A
USGS	01105933	2000-08-16	35.0	A
USGS	01105933	2000-08-17	25.0	A
USGS	01105933	2000-08-18	18.0	A
USGS	01105933	2000-08-19	17.0	A
USGS	01105933	2000-08-20	15.0	A
USGS	01105933	2000-08-21	12.0	A
USGS	01105933	2000-08-22	9.50	A
USGS	01105933	2000-08-23	8.30	A
USGS	01105933	2000-08-24	13.0	A
USGS	01105933	2000-08-25	10.0	A
USGS	01105933	2000-08-26	8.20	A
USGS	01105933	2000-08-27	7.00	A
USGS	01105933	2000-08-28	6.20	A
USGS	01105933	2000-08-29	5.60	A
USGS	01105933	2000-08-30	4.90	A
USGS	01105933	2000-08-31	4.80	A
USGS	01105933	2000-09-01	4.50	A
USGS	01105933	2000-09-02	5.10	A
USGS	01105933	2000-09-03	9.50	A
USGS	01105933	2000-09-04	8.50	A
USGS	01105933	2000-09-05	7.40	A
USGS	01105933	2000-09-06	5.90	A
USGS	01105933	2000-09-07	4.90	A
USGS	01105933	2000-09-08	4.50	A
USGS	01105933	2000-09-09	4.20	A
USGS	01105933	2000-09-10	4.50	A
USGS	01105933	2000-09-11	3.90	A
USGS	01105933	2000-09-12	3.60	A
USGS	01105933	2000-09-13	4.50	A
USGS	01105933	2000-09-14	4.70	A
USGS	01105933	2000-09-15	7.50	A
USGS	01105933	2000-09-16	9.00	A
USGS	01105933	2000-09-17	6.70	A
USGS	01105933	2000-09-18	5.10	A
USGS	01105933	2000-09-19	4.30	A
USGS	01105933	2000-09-20	24.0	A
USGS	01105933	2000-09-21	23.0	A
USGS	01105933	2000-09-22	18.0	A
USGS	01105933	2000-09-23	12.0	A
USGS	01105933	2000-09-24	9.10	A
USGS	01105933	2000-09-25	7.40	A
USGS	01105933	2000-09-26	6.70	A
USGS	01105933	2000-09-27	8.50	A
USGS	01105933	2000-09-28	7.70	A
USGS	01105933	2000-09-29	6.90	A
USGS	01105933	2000-09-30	6.00	A
USGS	01105933	2000-10-01	5.80	A
USGS	01105933	2000-10-02	5.50	A
USGS	01105933	2000-10-03	5.30	A
USGS	01105933	2000-10-04	5.00	A
USGS	01105933	2000-10-05	5.10	A
USGS	01105933	2000-10-06	5.80	A
USGS	01105933	2000-10-07	6.00	A
USGS	01105933	2000-10-08	5.40	A
USGS	01105933	2000-10-09	5.10	A
USGS	01105933	2000-10-10	7.40	A
USGS	01105933	2000-10-11	6.70	A
USGS	01105933	2000-10-12	5.90	A
USGS	01105933	2000-10-13	5.30	A
USGS	01105933	2000-10-14	4.90	A
USGS	01105933	2000-10-15	4.80	A
USGS	01105933	2000-10-16	5.10	A
USGS	01105933	2000-10-17	5.40	A
USGS	01105933	2000-10-18	5.60	A
USGS	01105933	2000-10-19	7.20	A
USGS	01105933	2000-10-20	8.20	A
USGS	01105933	2000-10-21	6.20	A
USGS	01105933	2000-10-22	5.50	A
USGS	01105933	2000-10-23	5.00	A
USGS	01105933	2000-10-24	4.80	A
USGS	01105933	2000-10-25	4.60	A
USGS	01105933	2000-10-26	4.30	A
USGS	01105933	2000-10-27	4.30	A
USGS	01105933	2000-10-28	4.40	A
USGS	01105933	2000-10-29	5.50	A
USGS	01105933	2000-10-30	5.30	A
USGS	01105933	2000-10-31	11.0	A
USGS	01105933	2000-11-01	16.0	A
USGS	01105933	2000-11-02	14.0	A
USGS	01105933	2000-11-03	12.0	A
USGS	01105933	2000-11-04	10.0	A
USGS	01105933	2000-11-05	9.40	A
USGS	01105933	2000-11-06	11.0	A
USGS	01105933	2000-11-07	10.0	A
USGS	01105933	2000-11-08	9.70	A
USGS	01105933	2000-11-09	9.50	A
USGS	01105933	2000-11-10	15.0	A
USGS	01105933	2000-11-11	32.0	A
USGS	01105933	2000-11-12	28.0	A
USGS	01105933	2000-11-13	22.0	A
USGS	01105933	2000-11-14	19.0	A
USGS	01105933	2000-11-15	39.0	A
USGS	01105933	2000-11-16	35.0	A
USGS	01105933	2000-11-17	28.0	A
USGS	01105933	2000-11-18	22.0	A
USGS	01105933	2000-11-19	18.0	A
USGS	01105933	2000-11-20	17.0	A
USGS	01105933	2000-11-21	16.0	A
USGS	01105933	2000-11-22	15.0	A
USGS	01105933	2000-11-23	14.0	A
USGS	01105933	2000-11-24	13.0	A
USGS	01105933	2000-11-25	12.0	A
USGS	01105933	2000-11-26	16.0	A
USGS	01105933	2000-11-27	52.0	A
USGS	01105933	2000-11-28	56.0	A
USGS	01105933	2000-11-29	49.0	A
USGS	01105933	2000-11-30	34.0	A
USGS	01105933	2000-12-01	29.0	A
USGS	01105933	2000-12-02	26.0	A
USGS	01105933	2000-12-03	23.0	A
USGS	01105933	2000-12-04	20.0	A
USGS	01105933	2000-12-05	19.0	A
USGS	01105933	2000-12-06	18.0	A
USGS	01105933	2000-12-07	17.0	A
USGS	01105933	2000-12-08	16.0	A
USGS	01105933	2000-12-09	15.0	A
USGS	01105933	2000-12-10	15.0	A
USGS	01105933	2000-12-11	15.0	A
USGS	01105933	2000-12-12	16.0	A
USGS	01105933	2000-12-13	16.0	A
USGS	01105933	2000-12-14	29.0	A
USGS	01105933	2000-12-15	55.0	A
USGS	01105933	2000-12-16	46.0	A
USGS	01105933	2000-12-17	51.0	A
USGS	01105933	2000-12-18	82.0	A
USGS	01105933	2000-12-19	95.0	A
USGS	01105933	2000-12-20	110	A
USGS	01105933	2000-12-21	122	A
USGS	01105933	2000-12-22	103	A
USGS	01105933	2000-12-23	88.0	A
USGS	01105933	2000-12-24	76.0	A
USGS	01105933	2000-12-25	65.0	A
USGS	01105933	2000-12-26	56.0	A
USGS	01105933	2000-12-27	46.0	A
USGS	01105933	2000-12-28	34.0	A
USGS	01105933	2000-12-29	27.0	A
USGS	01105933	2000-12-30	25.0	A
USGS	01105933	2000-12-31	33.0	A
USGS	01105933	2001-01-01	29.0	A
USGS	01105933	2001-01-02	25.0	A
USGS	01105933	2001-01-03	21.0	A
USGS	01105933	2001-01-04	20.0	A
USGS	01105933	2001-01-05	18.0	A
USGS	01105933	2001-01-06	24.0	A
USGS	01105933	2001-01-07	26.0	A
USGS	01105933	2001-01-08	23.0	A
USGS	01105933	2001-01-09	28.0	A
USGS	01105933	2001-01-10	27.0	A:e
USGS	01105933	2001-01-11	24.0	A:e
USGS	01105933	2001-01-12	21.0	A
USGS	01105933	2001-01-13	19.0	A:e
USGS	01105933	2001-01-14	17.0	A
USGS	01105933	2001-01-15	24.0	A
USGS	01105933	2001-01-16	43.0	A
USGS	01105933	2001-01-17	38.0	A
USGS	01105933	2001-01-18	32.0	A
USGS	01105933	2001-01-19	36.0	A
USGS	01105933	2001-01-20	71.0	A
USGS	01105933	2001-01-21	80.0	A
USGS	01105933	2001-01-22	73.0	A
USGS	01105933	2001-01-23	62.0	A
USGS	01105933	2001-01-24	51.0	A
USGS	01105933	2001-01-25	40.0	A
USGS	01105933	2001-01-26	35.0	A
USGS	01105933	2001-01-27	32.0	A
USGS	01105933	2001-01-28	30.0	A
USGS	01105933	2001-01-29	28.0	A
USGS	01105933	2001-01-30	34.0	A
USGS	01105933	2001-01-31	87.0	A
USGS	01105933	2001-02-01	104	A
USGS	01105933	2001-02-02	95.0	A
USGS	01105933	2001-02-03	78.0	A
USGS	01105933	2001-02-04	67.0	A
USGS	01105933	2001-02-05	61.0	A
USGS	01105933	2001-02-06	86.0	A
USGS	01105933	2001-02-07	113	A
USGS	01105933	2001-02-08	108	A
USGS	01105933	2001-02-09	91.0	A
USGS	01105933	2001-02-10	86.0	A
USGS	01105933	2001-02-11	90.0	A
USGS	01105933	2001-02-12	87.0	A
USGS	01105933	2001-02-13	78.0	A
USGS	01105933	2001-02-14	68.0	A
USGS	01105933	2001-02-15	63.0	A
USGS	01105933	2001-02-16	58.0	A
USGS	01105933	2001-02-17	59.0	A
USGS	01105933	2001-02-18	56.0	A
USGS	01105933	2001-02-19	48.0	A
USGS	01105933	2001-02-20	42.0	A
USGS	01105933	2001-02-21	40.0	A
USGS	01105933	2001-02-22	36.0	A
USGS	01105933	2001-02-23	32.0	A
USGS	01105933	2001-02-24	31.0	A
USGS	01105933	2001-02-25	32.0	A
USGS	01105933	2001-02-26	77.0	A
USGS	01105933	2001-02-27	97.0	A
USGS	01105933	2001-02-28	88.0	A
USGS	01105933	2001-03-01	71.0	A
USGS	01105933	2001-03-02	58.0	A
USGS	01105933	2001-03-03	50.0	A
USGS	01105933	2001-03-04	44.0	A
USGS	01105933	2001-03-05	47.0	A
USGS	01105933	2001-03-06	147	A
USGS	01105933	2001-03-07	222	A
USGS	01105933	2001-03-08	204	A
USGS	01105933	2001-03-09	170	A
USGS	01105933	2001-03-10	157	A
USGS	01105933	2001-03-11	148	A
USGS	01105933	2001-03-12	128	A
USGS	01105933	2001-03-13	142	A
USGS	01105933	2001-03-14	241	A
USGS	01105933	2001-03-15	234	A
USGS	01105933	2001-03-16	196	A
USGS	01105933	2001-03-17	168	A
USGS	01105933	2001-03-18	145	A
USGS	01105933	2001-03-19	121	A
USGS	01105933	2001-03-20	98.0	A
USGS	01105933	2001-03-21	85.0	A
USGS	01105933	2001-03-22	193	A
USGS	01105933	2001-03-23	346	A
USGS	01105933	2001-03-24	330	A
USGS	01105933	2001-03-25	283	A
USGS	01105933	2001-03-26	235	A
USGS	01105933	2001-03-27	195	A
USGS	01105933	2001-03-28	162	A
USGS	01105933	2001-03-29	134	A
USGS	01105933	2001-03-30	256	A
USGS	01105933	2001-03-31	741	A
USGS	01105933	2001-04-01	674	A
USGS	01105933	2001-04-02	542	A
USGS	01105933	2001-04-03	419	A
USGS	01105933	2001-04-04	304	A
USGS	01105933	2001-04-05	209	A
USGS	01105933	2001-04-06	154	A
USGS	01105933	2001-04-07	131	A
USGS	01105933	2001-04-08	128	A
USGS	01105933	2001-04-09	155	A
USGS	01105933	2001-04-10	144	A
USGS	01105933	2001-04-11	121	A
USGS	01105933	2001-04-12	114	A
USGS	01105933	2001-04-13	164	A
USGS	01105933	2001-04-14	154	A
USGS	01105933	2001-04-15	124	A
USGS	01105933	2001-04-16	98.0	A
USGS	01105933	2001-04-17	85.0	A
USGS	01105933	2001-04-18	81.0	A
USGS	01105933	2001-04-19	81.0	A
USGS	01105933	2001-04-20	75.0	A
USGS	01105933	2001-04-21	68.0	A
USGS	01105933	2001-04-22	63.0	A
USGS	01105933	2001-04-23	57.0	A
USGS	01105933	2001-04-24	51.0	A
USGS	01105933	2001-04-25	46.0	A
USGS	01105933	2001-04-26	41.0	A
USGS	01105933	2001-04-27	37.0	A
USGS	01105933	2001-04-28	34.0	A
USGS	01105933	2001-04-29	32.0	A
USGS	01105933	2001-04-30	29.0	A
USGS	01105933	2001-05-01	28.0	A
USGS	01105933	2001-05-02	27.0	A
USGS	01105933	2001-05-03	25.0	A
USGS	01105933	2001-05-04	23.0	A
USGS	01105933	2001-05-05	22.0	A
USGS	01105933	2001-05-06	21.0	A
USGS	01105933	2001-05-07	20.0	A
USGS	01105933	2001-05-08	19.0	A
USGS	01105933	2001-05-09	18.0	A
USGS	01105933	2001-05-10	17.0	A
USGS	01105933	2001-05-11	17.0	A
USGS	01105933	2001-05-12	16.0	A
USGS	01105933	2001-05-13	15.0	A
USGS	01105933	2001-05-14	14.0	A
USGS	01105933	2001-05-15	13.0	A
USGS	01105933	2001-05-16	13.0	A
USGS	01105933	2001-05-17	13.0	A
USGS	01105933	2001-05-18	12.0	A
USGS	01105933	2001-05-19	12.0	A
USGS	01105933	2001-05-20	11.0	A
USGS	01105933	2001-05-21	10.0	A
USGS	01105933	2001-05-22	13.0	A
USGS	01105933	2001-05-23	20.0	A
USGS	01105933	2001-05-24	78.0	A
USGS	01105933	2001-05-25	188	A
USGS	01105933	2001-05-26	181	A
USGS	01105933	2001-05-27	142	A
USGS	01105933	2001-05-28	111	A
USGS	01105933	2001-05-29	104	A
USGS	01105933	2001-05-30	95.0	A
USGS	01105933	2001-05-31	81.0	A
USGS	01105933	2001-06-01	66.0	A
USGS	01105933	2001-06-02	86.0	A
USGS	01105933	2001-06-03	220	A
USGS	01105933	2001-06-04	210	A
USGS	01105933	2001-06-05	164	A
USGS	01105933	2001-06-06	108	A
USGS	01105933	2001-06-07	79.0	A
USGS	01105933	2001-06-08	63.0	A
USGS	01105933	2001-06-09	47.0	A
USGS	01105933	2001-06-10	35.0	A
USGS	01105933	2001-06-11	30.0	A
USGS	01105933	2001-06-12	117	A
USGS	01105933	2001-06-13	190	A
USGS	01105933	2001-06-14	166	A
USGS	01105933	2001-06-15	111	A
USGS	01105933	2001-06-16	77.0	A
USGS	01105933	2001-06-17	71.0	A
USGS	01105933	2001-06-18	219	A
USGS	01105933	2001-06-19	252	A
USGS	01105933	2001-06-20	196	A
USGS	01105933	2001-06-21	132	A
USGS	01105933	2001-06-22	89.0	A
USGS	01105933	2001-06-23	74.0	A
USGS	01105933	2001-06-24	67.0	A
USGS	01105933	2001-06-25	55.0	A
USGS	01105933	2001-06-26	41.0	A
USGS	01105933	2001-06-27	32.0	A
USGS	01105933	2001-06-28	27.0	A
USGS	01105933	2001-06-29	22.0	A
USGS	01105933	2001-06-30	20.0	A
USGS	01105933	2001-07-01	18.0	A
USGS	01105933	2001-07-02	18.0	A
USGS	01105933	2001-07-03	15.0	A
USGS	01105933	2001-07-04	14.0	A
USGS	01105933	2001-07-05	22.0	A
USGS	01105933	2001-07-06	18.0	A
USGS	01105933	2001-07-07	15.0	A
USGS	01105933	2001-07-08	13.0	A
USGS	01105933	2001-07-09	12.0	A
USGS	01105933	2001-07-10	11.0	A
USGS	01105933	2001-07-11	17.0	A
USGS	01105933	2001-07-12	20.0	A
USGS	01105933	2001-07-13	26.0	A
USGS	01105933	2001-07-14	19.0	A
USGS	01105933	2001-07-15	14.0	A
USGS	01105933	2001-07-16	11.0	A
USGS	01105933	2001-07-17	9.60	A
USGS	01105933	2001-07-18	9.60	A
USGS	01105933	2001-07-19	8.90	A
USGS	01105933	2001-07-20	8.20	A
USGS	01105933	2001-07-21	7.20	A
USGS	01105933	2001-07-22	6.50	A
USGS	01105933	2001-07-23	6.00	A
USGS	01105933	2001-07-24	5.60	A
USGS	01105933	2001-07-25	5.20	A
USGS	01105933	2001-07-26	25.0	A
USGS	01105933	2001-07-27	90.0	A
USGS	01105933	2001-07-28	92.0	A
USGS	01105933	2001-07-29	59.0	A
USGS	01105933	2001-07-30	26.0	A
USGS	01105933	2001-07-31	21.0	A
USGS	01105933	2001-08-01	18.0	A
USGS	01105933	2001-08-02	16.0	A
USGS	01105933	2001-08-03	14.0	A
USGS	01105933	2001-08-04	22.0	A
USGS	01105933	2001-08-05	23.0	A
USGS	01105933	2001-08-06	19.0	A
USGS	01105933	2001-08-07	16.0	A
USGS	01105933	2001-08-08	13.0	A
USGS	01105933	2001-08-09	11.0	A
USGS	01105933	2001-08-10	9.60	A
USGS	01105933	2001-08-11	10.0	A
USGS	01105933	2001-08-12	9.10	A
USGS	01105933	2001-08-13	32.0	A
USGS	01105933	2001-08-14	46.0	A
USGS	01105933	2001-08-15	42.0	A
USGS	01105933	2001-08-16	24.0	A
USGS	01105933	2001-08-17	18.0	A
USGS	01105933	2001-08-18	15.0	A
USGS	01105933	2001-08-19	13.0	A
USGS	01105933	2001-08-20	40.0	A
USGS	01105933	2001-08-21	57.0	A
USGS	01105933	2001-08-22	42.0	A
USGS	01105933	2001-08-23	27.0	A
USGS	01105933	2001-08-24	22.0	A
USGS	01105933	2001-08-25	19.0	A
USGS	01105933	2001-08-26	17.0	A
USGS	01105933	2001-08-27	15.0	A
USGS	01105933	2001-08-28	14.0	A
USGS	01105933	2001-08-29	12.0	A
USGS	01105933	2001-08-30	11.0	A
USGS	01105933	2001-08-31	10.0	A
USGS	01105933	2001-09-01	9.80	A
USGS	01105933	2001-09-02	8.60	A
USGS	01105933	2001-09-03	7.70	A
USGS	01105933	2001-09-04	7.00	A
USGS	01105933	2001-09-05	6.40	A
USGS	01105933	2001-09-06	5.60	A
USGS	01105933	2001-09-07	5.20	A
USGS	01105933	2001-09-08	4.80	A
USGS	01105933	2001-09-09	4.50	A
USGS	01105933	2001-09-10	4.30	A
USGS	01105933	2001-09-11	4.00	A
USGS	01105933	2001-09-12	3.30	A
USGS	01105933	2001-09-13	3.00	A
USGS	01105933	2001-09-14	3.00	A
USGS	01105933	2001-09-15	3.20	A
USGS	01105933	2001-09-16	2.90	A
USGS	01105933	2001-09-17	2.70	A
USGS	01105933	2001-09-18	2.60	A
USGS	01105933	2001-09-19	2.40	A
USGS	01105933	2001-09-20	2.40	A
USGS	01105933	2001-09-21	16.0	A
USGS	01105933	2001-09-22	48.0	A
USGS	01105933	2001-09-23	33.0	A
USGS	01105933	2001-09-24	21.0	A
USGS	01105933	2001-09-25	15.0	A
USGS	01105933	2001-09-26	15.0	A
USGS	01105933	2001-09-27	13.0	A
USGS	01105933	2001-09-28	12.0	A
USGS	01105933	2001-09-29	11.0	A
USGS	01105933	2001-09-30	10.0	A
USGS	01105933	2001-10-01	12.4	A
USGS	01105933	2001-10-02	12.8	A
USGS	01105933	2001-10-03	11.1	A
USGS	01105933	2001-10-04	9.65	A
USGS	01105933	2001-10-05	8.49	A
USGS	01105933	2001-10-06	7.50	A
USGS	01105933	2001-10-07	6.42	A
USGS	01105933	2001-10-08	5.47	A
USGS	01105933	2001-10-09	4.80	A
USGS	01105933	2001-10-10	4.31	A
USGS	01105933	2001-10-11	4.22	A
USGS	01105933	2001-10-12	3.98	A
USGS	01105933	2001-10-13	3.86	A
USGS	01105933	2001-10-14	3.87	A
USGS	01105933	2001-10-15	3.81	A
USGS	01105933	2001-10-16	4.04	A
USGS	01105933	2001-10-17	10.5	A
USGS	01105933	2001-10-18	8.21	A
USGS	01105933	2001-10-19	7.17	A
USGS	01105933	2001-10-20	6.00	A
USGS	01105933	2001-10-21	4.56	A
USGS	01105933	2001-10-22	4.34	A
USGS	01105933	2001-10-23	4.13	A
USGS	01105933	2001-10-24	18.9	A
USGS	01105933	2001-10-25	17.6	A
USGS	01105933	2001-10-26	15.5	A
USGS	01105933	2001-10-27	12.5	A
USGS	01105933	2001-10-28	10.1	A
USGS	01105933	2001-10-29	8.41	A
USGS	01105933	2001-10-30	7.65	A
USGS	01105933	2001-10-31	7.04	A
USGS	01105933	2001-11-01	6.83	A
USGS	01105933	2001-11-02	6.89	A
USGS	01105933	2001-11-03	6.40	A
USGS	01105933	2001-11-04	6.27	A
USGS	01105933	2001-11-05	7.11	A
USGS	01105933	2001-11-06	7.45	A
USGS	01105933	2001-11-07	7.08	A
USGS	01105933	2001-11-08	6.38	A
USGS	01105933	2001-11-09	5.99	A
USGS	01105933	2001-11-10	5.67	A
USGS	01105933	2001-11-11	5.44	A
USGS	01105933	2001-11-12	5.29	A
USGS	01105933	2001-11-13	5.11	A
USGS	01105933	2001-11-14	4.80	A
USGS	01105933	2001-11-15	4.62	A
USGS	01105933	2001-11-16	4.65	A
USGS	01105933	2001-11-17	4.42	A
USGS	01105933	2001-11-18	4.12	A
USGS	01105933	2001-11-19	3.98	A
USGS	01105933	2001-11-20	4.06	A
USGS	01105933	2001-11-21	4.09	A
USGS	01105933	2001-11-22	3.92	A
USGS	01105933	2001-11-23	3.74	A
USGS	01105933	2001-11-24	3.76	A
USGS	01105933	2001-11-25	3.73	A
USGS	01105933	2001-11-26	5.14	A
USGS	01105933	2001-11-27	5.70	A
USGS	01105933	2001-11-28	5.32	A
USGS	01105933	2001-11-29	4.91	A
USGS	01105933	2001-11-30	4.81	A
USGS	01105933	2001-12-01	5.07	A
USGS	01105933	2001-12-02	5.11	A
USGS	01105933	2001-12-03	4.72	A
USGS	01105933	2001-12-04	4.29	A
USGS	01105933	2001-12-05	4.05	A
USGS	01105933	2001-12-06	4.52	A
USGS	01105933	2001-12-07	3.98	A
USGS	01105933	2001-12-08	3.80	A
USGS	01105933	2001-12-09	5.76	A
USGS	01105933	2001-12-10	8.54	A
USGS	01105933	2001-12-11	8.55	A
USGS	01105933	2001-12-12	7.98	A
USGS	01105933	2001-12-13	7.42	A
USGS	01105933	2001-12-14	7.86	A
USGS	01105933	2001-12-15	10.9	A
USGS	01105933	2001-12-16	10.9	A
USGS	01105933	2001-12-17	10.3	A
USGS	01105933	2001-12-18	27.1	A
USGS	01105933	2001-12-19	39.4	A
USGS	01105933	2001-12-20	32.9	A
USGS	01105933	2001-12-21	23.8	A
USGS	01105933	2001-12-22	18.4	A
USGS	01105933	2001-12-23	15.8	A
USGS	01105933	2001-12-24	25.1	A
USGS	01105933	2001-12-25	36.2	A
USGS	01105933	2001-12-26	32.7	A
USGS	01105933	2001-12-27	27.5	A
USGS	01105933	2001-12-28	22.4	A
USGS	01105933	2001-12-29	19.9	A
USGS	01105933	2001-12-30	18.4	A
USGS	01105933	2001-12-31	16.4	A
USGS	01105933	2002-01-01	16.0	A:e
USGS	01105933	2002-01-02	14.0	A:e
USGS	01105933	2002-01-03	12.8	A
USGS	01105933	2002-01-04	12.3	A
USGS	01105933	2002-01-05	11.2	A
USGS	01105933	2002-01-06	11.1	A
USGS	01105933	2002-01-07	20.1	A
USGS	01105933	2002-01-08	21.0	A
USGS	01105933	2002-01-09	19.3	A
USGS	01105933	2002-01-10	18.9	A
USGS	01105933	2002-01-11	20.6	A
USGS	01105933	2002-01-12	29.3	A
USGS	01105933	2002-01-13	40.3	A
USGS	01105933	2002-01-14	64.3	A
USGS	01105933	2002-01-15	67.6	A
USGS	01105933	2002-01-16	65.9	A
USGS	01105933	2002-01-17	54.7	A
USGS	01105933	2002-01-18	44.3	A
USGS	01105933	2002-01-19	37.5	A
USGS	01105933	2002-01-20	34.5	A
USGS	01105933	2002-01-21	35.4	A
USGS	01105933	2002-01-22	50.0	A
USGS	01105933	2002-01-23	51.6	A
USGS	01105933	2002-01-24	60.2	A
USGS	01105933	2002-01-25	62.3	A
USGS	01105933	2002-01-26	53.9	A
USGS	01105933	2002-01-27	43.1	A
USGS	01105933	2002-01-28	36.6	A
USGS	01105933	2002-01-29	33.1	A
USGS	01105933	2002-01-30	30.7	A
USGS	01105933	2002-01-31	28.7	A
USGS	01105933	2002-02-01	30.3	A
USGS	01105933	2002-02-02	31.4	A
USGS	01105933	2002-02-03	28.0	A
USGS	01105933	2002-02-04	26.0	A
USGS	01105933	2002-02-05	23.0	A
USGS	01105933	2002-02-06	20.7	A
USGS	01105933	2002-02-07	19.2	A
USGS	01105933	2002-02-08	19.2	A
USGS	01105933	2002-02-09	18.4	A
USGS	01105933	2002-02-10	17.2	A
USGS	01105933	2002-02-11	22.8	A
USGS	01105933	2002-02-12	22.5	A
USGS	01105933	2002-02-13	21.0	A
USGS	01105933	2002-02-14	18.0	A
USGS	01105933	2002-02-15	16.5	A
USGS	01105933	2002-02-16	17.0	A
USGS	01105933	2002-02-17	16.3	A
USGS	01105933	2002-02-18	18.8	A
USGS	01105933	2002-02-19	18.9	A
USGS	01105933	2002-02-20	17.5	A
USGS	01105933	2002-02-21	32.5	A
USGS	01105933	2002-02-22	35.8	A
USGS	01105933	2002-02-23	30.5	A
USGS	01105933	2002-02-24	25.1	A
USGS	01105933	2002-02-25	21.6	A
USGS	01105933	2002-02-26	20.1	A
USGS	01105933	2002-02-27	22.2	A
USGS	01105933	2002-02-28	33.2	A
USGS	01105933	2002-03-01	30.0	A
USGS	01105933	2002-03-02	25.7	A
USGS	01105933	2002-03-03	44.4	A
USGS	01105933	2002-03-04	64.4	A
USGS	01105933	2002-03-05	60.0	A
USGS	01105933	2002-03-06	44.6	A
USGS	01105933	2002-03-07	37.3	A
USGS	01105933	2002-03-08	34.6	A
USGS	01105933	2002-03-09	32.5	A
USGS	01105933	2002-03-10	41.6	A
USGS	01105933	2002-03-11	46.2	A
USGS	01105933	2002-03-12	38.3	A
USGS	01105933	2002-03-13	34.4	A
USGS	01105933	2002-03-14	37.7	A
USGS	01105933	2002-03-15	34.6	A
USGS	01105933	2002-03-16	32.2	A
USGS	01105933	2002-03-17	30.1	A
USGS	01105933	2002-03-18	30.0	A
USGS	01105933	2002-03-19	41.3	A
USGS	01105933	2002-03-20	51.6	A
USGS	01105933	2002-03-21	91.0	A
USGS	01105933	2002-03-22	105	A
USGS	01105933	2002-03-23	84.6	A
USGS	01105933	2002-03-24	65.6	A
USGS	01105933	2002-03-25	53.4	A
USGS	01105933	2002-03-26	47.8	A
USGS	01105933	2002-03-27	84.9	A
USGS	01105933	2002-03-28	164	A
USGS	01105933	2002-03-29	150	A
USGS	01105933	2002-03-30	115	A
USGS	01105933	2002-03-31	93.5	A
USGS	01105933	2002-04-01	136	A
USGS	01105933	2002-04-02	200	A
USGS	01105933	2002-04-03	176	A
USGS	01105933	2002-04-04	141	A
USGS	01105933	2002-04-05	114	A
USGS	01105933	2002-04-06	94.3	A
USGS	01105933	2002-04-07	80.8	A
USGS	01105933	2002-04-08	68.3	A
USGS	01105933	2002-04-09	58.1	A
USGS	01105933	2002-04-10	57.0	A
USGS	01105933	2002-04-11	56.3	A
USGS	01105933	2002-04-12	47.6	A
USGS	01105933	2002-04-13	41.6	A
USGS	01105933	2002-04-14	38.0	A
USGS	01105933	2002-04-15	36.0	A
USGS	01105933	2002-04-16	34.3	A
USGS	01105933	2002-04-17	32.1	A
USGS	01105933	2002-04-18	29.4	A
USGS	01105933	2002-04-19	27.1	A
USGS	01105933	2002-04-20	25.6	A
USGS	01105933	2002-04-21	23.4	A
USGS	01105933	2002-04-22	23.7	A
USGS	01105933	2002-04-23	27.5	A
USGS	01105933	2002-04-24	25.1	A
USGS	01105933	2002-04-25	24.3	A
USGS	01105933	2002-04-26	86.5	A
USGS	01105933	2002-04-27	101	A
USGS	01105933	2002-04-28	84.9	A
USGS	01105933	2002-04-29	94.5	A
USGS	01105933	2002-04-30	88.2	A
USGS	01105933	2002-05-01	75.7	A
USGS	01105933	2002-05-02	69.0	A
USGS	01105933	2002-05-03	85.4	A
USGS	01105933	2002-05-04	78.8	A
USGS	01105933	2002-05-05	64.1	A
USGS	01105933	2002-05-06	49.8	A
USGS	01105933	2002-05-07	41.6	A
USGS	01105933	2002-05-08	37.2	A
USGS	01105933	2002-05-09	33.5	A
USGS	01105933	2002-05-10	34.9	A
USGS	01105933	2002-05-11	32.5	A
